קוד פריט,מספר מסמך,פרופיל,תאריך אסמכתא,קוד לקוח,שם לקוח,מיקוד,שם לקוח,סיווג לקוח,אסמכתא חיצונית,תאור פריט,מאפיין פריט,הפרדת מוצרים,מקט לקוח,כמות,מחיר נטו לשורה,קוד מטבע,מחיר מחירון שיקלי,%הנחה שורה,%הנחה כללי,הנחה בשורה,"סה""כ לשורה בש""ח",תאריך אספקה,שם חברה,סוכן,docStatus,קוד קבוצת פריט,תאור קבוצת פריט
GLG-R-CN-SMS-25KG,10DVK52.2103630,חשבונית מס כולל מלאי,12/04/2021,5051582,"גרינליין גלובל ג'י אל ג'י בע""מ ",4464316,"גרינליין גלובל ג'י אל ג'י בע""מ ",שונות,20GG11.21000009,סודיום מטה סיליקט,25KG,חומרי ניקוי ,,5,125,ILS,125,0,0,0,625,08/03/2021,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-R-CN-SMS-25KG,10DVK52.2103690,חשבונית מס כולל מלאי,13/04/2021,5051582,"גרינליין גלובל ג'י אל ג'י בע""מ",4464316,"גרינליין גלובל ג'י אל ג'י בע""מ ",שונות,20GG11.21000020,סודיום מטה סיליקט,25KG,חומרי ניקוי ,,5,125,ILS,125,0,0,0,625,13/04/2021,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-N-3318-99000000-KIT,10DVK52.2104073,חשבונית מס כולל מלאי,25/04/2021,5051586,המחדש,,המחדש,שונות,22.04.2021,מסיר אבנית למכונות קפה,100KG,חומרי ניקוי ,,2,380,ILS,389,2.3136,0,18,760,22/04/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-N-6011-99000400-KIT,10DVK52.2104073,חשבונית מס כולל מלאי,25/04/2021,5051586,המחדש,,המחדש,שונות,22.04.2021,מסיר שומנים מרוכז,100KG,חומרי ניקוי ,,2,620,ILS,846,26.7139,0,452,1240,22/04/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-N-6324-99000002-KIT,10DVK52.2104073,חשבונית מס כולל מלאי,25/04/2021,5051586,המחדש,,המחדש,שונות,22.04.2021,נוזל לניקוי והסרת כתמים מבדים,100KG,חומרי ניקוי ,,2,420,ILS,554,24.1877,0,268,840,22/04/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-N-6818-99000000-KIT,11.051.21000002,חשבונית יצוא,02/02/2021,5042075,GREENLINE AUSTRALIA,,GREENLINE AUSTRALIA,שונות,Email 28.01.2021,נוזל ניקוי,100KG,חומרי ניקוי ,,2,143,USD,470.184,0,0,0,940.37,03/02/2021,גרין ליין גלובל,ג'ניפר חכם,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2101846,חשבונית מס כולל מלאי,22/02/2021,5041264,"מאפיית אורבר בע""מ",,"מאפיית אורבר בע""מ","תעשית המזון, הפארמה והקוסמטיקה",25.11.20,פקדון,25L,חומרי ניקוי ,,1,35,ILS,35,0,0,0,35,25/11/2020,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2100118,חשבונית מס כולל מלאי,05/01/2021,5051098,"מי עדן בע""מ",4951787 ,"מי עדן בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4500186388,פקדון,25L,חומרי ניקוי ,,5,0,ILS,35,100,0,175,0,03/01/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2100429,חשבונית מס כולל מלאי,13/01/2021,5051508,קפה סלבדור,2165233 ,קפה סלבדור,"תעשית המזון, הפארמה והקוסמטיקה",11/01/2021,פקדון,25L,חומרי ניקוי ,,3,35,ILS,35,0,0,0,105,11/01/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK62.2100009,חשבונית זיכוי כספית,13/01/2021,5051508,קפה סלבדור,2165233 ,קפה סלבדור,"תעשית המזון, הפארמה והקוסמטיקה",11/01/2021,פקדון,25L,חומרי ניקוי ,,-3,35,ILS,35,0,0,0,-105,11/01/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2100828,חשבונית מס כולל מלאי,25/01/2021,5023533,"קור שאן בע""מ",1173900 ,"קור שאן בע""מ","תעשית המזון, הפארמה והקוסמטיקה",GH20.1.21,פקדון,25L,חומרי ניקוי ,,1,30,ILS,35,14.2857,0,5,30,20/01/2021,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2101352,חשבונית מס כולל מלאי,09/02/2021,5120402,החברה המרכזית להפצת משקאו,5110401,החברה המרכזית להפצת משקאו,"תעשית המזון, הפארמה והקוסמטיקה",3612750,פקדון,25L,חומרי ניקוי ,,8,0,ILS,35,100,0,280,0,04/02/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2101959,חשבונית מס כולל מלאי,24/02/2021,5041815,מחלבת קיבוץ עין השופט קהי,1923700,מחלבת קיבוץ עין השופט קהי,"תעשית המזון, הפארמה והקוסמטיקה",22/02/2021,פקדון,25L,חומרי ניקוי ,,1,0,ILS,35,100,0,35,0,22/02/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2102166,חשבונית מס כולל מלאי,02/03/2021,5025450,החברה המרכזית לייצור משקא,5110401,החברה המרכזית לייצור משקא,"תעשית המזון, הפארמה והקוסמטיקה",4245650,פקדון,25L,חומרי ניקוי ,,1,0,ILS,35,100,0,35,0,23/02/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2102672,חשבונית מס כולל מלאי,15/03/2021,5120402,החברה המרכזית להפצת משקאו,5110401,החברה המרכזית להפצת משקאו,"תעשית המזון, הפארמה והקוסמטיקה",3615021,פקדון,25L,חומרי ניקוי ,,4,0,ILS,35,100,0,140,0,08/03/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2102932,חשבונית מס כולל מלאי,21/03/2021,5051098,"מי עדן בע""מ",4951787 ,"מי עדן בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4500188184,פקדון,25L,חומרי ניקוי ,,4,0,ILS,35,100,0,140,0,17/03/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2103044,חשבונית מס כולל מלאי,25/03/2021,5120402,החברה המרכזית להפצת משקאו,5110401,החברה המרכזית להפצת משקאו,"תעשית המזון, הפארמה והקוסמטיקה",3615855,פקדון,25L,חומרי ניקוי ,,10,0,ILS,35,100,0,350,0,17/03/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2102913,חשבונית מס כולל מלאי,21/03/2021,5026203,"טמפו משקאות בע""מ",4250402,"טמפו משקאות בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4500267935,פקדון,25L,חומרי ניקוי ,,2,0,ILS,35,100,0,70,0,18/03/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2102955,חשבונית מס כולל מלאי,22/03/2021,5030218,"טמפו שיווק (1981)בע""מ",4250402,"טמפו שיווק (1981)בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4000072787,פקדון,25L,חומרי ניקוי ,,2,0,ILS,35,100,0,70,0,21/03/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10GG52.2100009,חשבונית מס כולל מלאי,04/04/2021,5051037,"י.ס חמסה בע""מ",,"י.ס חמסה בע""מ","תעשית המזון, הפארמה והקוסמטיקה",04.04.2021,פקדון,25L,חומרי ניקוי ,,1,0,ILS,35,100,0,35,0,04/04/2021,גרין ליין גלובל,ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2103290,חשבונית מס כולל מלאי,04/04/2021,58030447,"יפאורה תבורי בע""מ",,"יפאורה תבורי בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4100065092,פקדון,25L,חומרי ניקוי ,,1,0,ILS,35,100,0,35,0,04/04/2021,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2103290,חשבונית מס כולל מלאי,04/04/2021,58030447,"יפאורה תבורי בע""מ",,"יפאורה תבורי בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4100065092,פקדון,25L,חומרי ניקוי ,,1,0,ILS,35,100,0,35,0,04/04/2021,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2103765,חשבונית מס כולל מלאי,18/04/2021,5023533,"קור שאן בע""מ",1173900 ,"קור שאן בע""מ","תעשית המזון, הפארמה והקוסמטיקה",GH18.04.21,פקדון,25L,חומרי ניקוי ,,2,30,ILS,35,14.2857,0,10,60,18/04/2021,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2104098,חשבונית מס כולל מלאי,26/04/2021,5026175,"דובק בע""מ",,"דובק בע""מ","תעשית המזון, הפארמה והקוסמטיקה",PO21000439,פקדון,25L,חומרי ניקוי ,,5,0,ILS,35,100,0,175,0,22/04/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2104245,חשבונית מס כולל מלאי,02/05/2021,5051318,"לויתן סחר ומוצרים חקלאיים בע""מ",,"לויתן סחר ומוצרים חקלאיים בע""מ","תעשית המזון, הפארמה והקוסמטיקה",22.04.2021,פקדון,25L,חומרי ניקוי ,,1,35,ILS,35,0,0,0,35,01/05/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2105470,חשבונית מס כולל מלאי,02/06/2021,50312113,שטראוס קפה בי.וי.,4959504 ,שטראוס קפה בי.וי.,"תעשית המזון, הפארמה והקוסמטיקה",1042-4400514054,פקדון,25L,חומרי ניקוי ,,3,0,ILS,35,100,0,105,0,25/05/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2105412,חשבונית מס כולל מלאי,01/06/2021,5121500,"שטראוס עלית ממתקים בע""מ",1767203,"שטראוס עלית ממתקים בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4500969049,פקדון,25L,חומרי ניקוי ,,2,35,ILS,35,0,0,0,70,31/05/2021,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK61.2100181,חשבונית זיכוי,16/06/2021,5121500,"שטראוס עלית ממתקים בע""מ",1767203,"שטראוס עלית ממתקים בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4500969049,פקדון,25L,חומרי ניקוי ,,-2,35,ILS,35,0,0,0,-70,31/05/2021,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,2,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2105309,חשבונית מס כולל מלאי,01/06/2021,5051098,"מי עדן בע""מ",4951787 ,"מי עדן בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4500189824,פקדון,25L,חומרי ניקוי ,,4,0,ILS,35,100,0,140,0,01/06/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2105430,חשבונית מס כולל מלאי,02/06/2021,5026216,"סודה סטרים תעשיות בע""מ",7828901,"סודה סטרים תעשיות בע""מ","תעשית המזון, הפארמה והקוסמטיקה",106894,פקדון,25L,חומרי ניקוי ,,6,35,ILS,35,0,0,0,210,01/06/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK61.2100175,חשבונית זיכוי,07/06/2021,5026216,"סודה סטרים תעשיות בע""מ",7828901,"סודה סטרים תעשיות בע""מ","תעשית המזון, הפארמה והקוסמטיקה",106894,פקדון,25L,חומרי ניקוי ,,-6,35,ILS,35,0,0,0,-210,01/06/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2105612,חשבונית מס כולל מלאי,07/06/2021,5042011,קפה גיל,6997801,קפה גיל,"תעשית המזון, הפארמה והקוסמטיקה",06.06.2021,פקדון,25L,חומרי ניקוי ,,4,35,ILS,35,0,0,0,140,06/06/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK61.2100194,חשבונית זיכוי,29/06/2021,5042011,קפה גיל,6997801,קפה גיל,"תעשית המזון, הפארמה והקוסמטיקה",06.06.2021,פקדון,25L,חומרי ניקוי ,,-4,35,ILS,35,0,0,0,-140,06/06/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2105963,חשבונית מס כולל מלאי,16/06/2021,5026216,"סודה סטרים תעשיות בע""מ",7828901,"סודה סטרים תעשיות בע""מ","תעשית המזון, הפארמה והקוסמטיקה",107783,פקדון,25L,חומרי ניקוי ,,20,35,ILS,35,0,0,0,700,15/06/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2106117,חשבונית מס כולל מלאי,21/06/2021,5030218,"טמפו שיווק (1981)בע""מ",4250402,"טמפו שיווק (1981)בע""מ","תעשית המזון, הפארמה והקוסמטיקה",400073836,פקדון,25L,חומרי ניקוי ,,2,35,ILS,35,0,0,0,70,21/06/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2106276,חשבונית מס כולל מלאי,28/06/2021,5051508,קפה סלבדור,2165233 ,קפה סלבדור,"תעשית המזון, הפארמה והקוסמטיקה",28.06.2021,פקדון,25L,חומרי ניקוי ,,2,35,ILS,35,0,0,0,70,28/06/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK61.2100198,חשבונית זיכוי,04/07/2021,5051508,קפה סלבדור,2165233 ,קפה סלבדור,"תעשית המזון, הפארמה והקוסמטיקה",04.07.2021,פקדון,25L,חומרי ניקוי ,,-2,35,ILS,35,0,0,0,-70,28/06/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2106113,חשבונית מס כולל מלאי,21/06/2021,5120804,"טבע תעשיות פרמצבטיות בע""מ",6944020,"טבע תעשיות פרמצבטיות בע""מ","תעשית המזון, הפארמה והקוסמטיקה",AE10149120,פקדון,25L,חומרי ניקוי ,,1,35,ILS,35,0,0,0,35,30/06/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2106442,חשבונית מס כולל מלאי,01/07/2021,5051111,"אבוקדו גרנות בע""מ",3881100,"אבוקדו גרנות בע""מ ","תעשית המזון, הפארמה והקוסמטיקה",190000278,פקדון,25L,חומרי ניקוי ,,2,0,ILS,35,100,0,70,0,01/07/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2106556,חשבונית מס כולל מלאי,04/07/2021,5051508,קפה סלבדור,2165233 ,קפה סלבדור,"תעשית המזון, הפארמה והקוסמטיקה",04.07.2021,פקדון,25L,חומרי ניקוי ,,1,35,ILS,35,0,0,0,35,04/07/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK61.2100198,חשבונית זיכוי,04/07/2021,5051508,קפה סלבדור,2165233 ,קפה סלבדור,"תעשית המזון, הפארמה והקוסמטיקה",04.07.2021,פקדון,25L,חומרי ניקוי ,,-1,35,ILS,35,0,0,0,-35,04/07/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2106717,חשבונית מס כולל מלאי,08/07/2021,58030447,"יפאורה תבורי בע""מ",,"יפאורה תבורי בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4100066253,פקדון,25L,חומרי ניקוי ,,2,0,ILS,35,100,0,70,0,07/07/2021,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2106871,חשבונית מס כולל מלאי,12/07/2021,50312113,שטראוס קפה בי.וי.,4959504 ,שטראוס קפה בי.וי.,"תעשית המזון, הפארמה והקוסמטיקה",1000 - 4400516749,פקדון,25L,חומרי ניקוי ,,6,0,ILS,35,100,0,210,0,11/07/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2106972,חשבונית מס כולל מלאי,14/07/2021,5051111,"אבוקדו גרנות בע""מ",3881100,"אבוקדו גרנות בע""מ ","תעשית המזון, הפארמה והקוסמטיקה",390000000,פקדון,25L,חומרי ניקוי ,,4,35,ILS,35,0,0,0,140,14/07/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2107429,חשבונית מס כולל מלאי,28/07/2021,5051610,"יוליוס קראפט דיסטילרי בע""מ",,"יוליוס קראפט דיסטילרי בע""מ","תעשית המזון, הפארמה והקוסמטיקה",2021/1017,פקדון,25L,חומרי ניקוי ,,2,35,ILS,35,0,0,0,70,28/07/2021,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2107709,חשבונית מס כולל מלאי,05/08/2021,5025678,ויטאמד תעשיות פרמצבטי,,ויטאמד תעשיות פרמצבטי,"תעשית המזון, הפארמה והקוסמטיקה",112250,פקדון,25L,חומרי ניקוי ,,1,35,ILS,35,0,0,0,35,04/08/2021,"רוטל דבקים וכימיקלים בע""מ",מורן יהודאי,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2107712,חשבונית מס כולל מלאי,05/08/2021,5040269,"ע.נ.ג.ס. מערכות בע""מ",,"ע.נ.ג.ס. מערכות בע""מ","תעשית המזון, הפארמה והקוסמטיקה",PO210229,פקדון,25L,חומרי ניקוי ,,1,35,ILS,35,0,0,0,35,04/08/2021,"רוטל דבקים וכימיקלים בע""מ",יוסי לביא,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2108119,חשבונית מס כולל מלאי,17/08/2021,5025678,ויטאמד תעשיות פרמצבטי,,ויטאמד תעשיות פרמצבטי,"תעשית המזון, הפארמה והקוסמטיקה",112280,פקדון,25L,חומרי ניקוי ,,1,35,ILS,35,0,0,0,35,16/08/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2108362,חשבונית מס כולל מלאי,25/08/2021,5023533,"קור שאן בע""מ",1173900 ,"קור שאן בע""מ","תעשית המזון, הפארמה והקוסמטיקה",24/08/2021,פקדון,25L,חומרי ניקוי ,,3,35,ILS,35,0,0,0,105,24/08/2021,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2109893,חשבונית מס כולל מלאי,19/10/2021,5023544,שטראוס קפה בי וי,4959504 ,שטראוס קפה בי וי,"תעשית המזון, הפארמה והקוסמטיקה",1000-4300002078,פקדון,25L,חומרי ניקוי ,,5,0,ILS,35,100,0,175,0,14/10/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2110472,חשבונית מס כולל מלאי,02/11/2021,5030218,"טמפו שיווק (1981)בע""מ",4250402,"טמפו שיווק (1981)בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4000075964-4000075808,פקדון,25L,חומרי ניקוי ,,2,35,ILS,35,0,0,0,70,02/11/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2110787,חשבונית מס כולל מלאי,10/11/2021,5026175,"דובק בע""מ",,"דובק בע""מ","תעשית המזון, הפארמה והקוסמטיקה",PO21000966,פקדון,25L,חומרי ניקוי ,,5,0,ILS,35,100,0,175,0,09/11/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2100007,חשבונית מס כולל מלאי,03/01/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,20868775,פקדון,25L,חומרי ניקוי ,,3,0,ILS,35,100,0,105,0,27/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2100317,חשבונית מס כולל מלאי,11/01/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,21850036,פקדון,25L,חומרי ניקוי ,,3,0,ILS,35,100,0,105,0,06/01/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2100826,חשבונית מס כולל מלאי,25/01/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,21850269,פקדון,25L,חומרי ניקוי ,,3,0,ILS,35,100,0,105,0,20/01/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2101760,חשבונית מס כולל מלאי,18/02/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,21850711,פקדון,25L,חומרי ניקוי ,,4,0,ILS,35,100,0,140,0,18/02/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2102148,חשבונית מס כולל מלאי,01/03/2021,5023479,"גרפופרינט בע""מ",4580500,"גרפופרינט בע""מ",תעשיית הנייר וההדפסה,5027236/0,פקדון,25L,חומרי ניקוי ,,2,0,ILS,35,100,0,70,0,01/03/2021,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2102538,חשבונית מס כולל מלאי,10/03/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,21850945,פקדון,25L,חומרי ניקוי ,,4,0,ILS,35,100,0,140,0,08/03/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2104242,חשבונית מס כולל מלאי,02/05/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,22/21851508,פקדון,25L,חומרי ניקוי ,,4,0,ILS,35,100,0,140,0,02/05/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2104736,חשבונית מס כולל מלאי,12/05/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,22/21851694,פקדון,25L,חומרי ניקוי ,,3,0,ILS,35,100,0,105,0,12/05/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2105901,חשבונית מס כולל מלאי,14/06/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,22/21852076,פקדון,25L,חומרי ניקוי ,,3,0,ILS,35,100,0,105,0,14/06/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2106036,חשבונית מס כולל מלאי,17/06/2021,5023479,"גרפופרינט בע""מ",4580500,"גרפופרינט בע""מ",תעשיית הנייר וההדפסה,5027669/0,פקדון,25L,חומרי ניקוי ,,2,35,ILS,35,0,0,0,70,15/06/2021,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK61.2100187,חשבונית זיכוי,22/06/2021,5023479,"גרפופרינט בע""מ",4580500,"גרפופרינט בע""מ",תעשיית הנייר וההדפסה,5027669/0,פקדון,25L,חומרי ניקוי ,,-2,35,ILS,35,0,0,0,-70,15/06/2021,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2106410,חשבונית מס כולל מלאי,01/07/2021,3413304,"נייר חדרה בע""מ",3850018,"נייר חדרה בע""מ",תעשיית הנייר וההדפסה,22/21852255,פקדון,25L,חומרי ניקוי ,,4,0,ILS,35,100,0,140,0,01/07/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2110653,חשבונית מס כולל מלאי,08/11/2021,5023479,"גרפופרינט בע""מ",4580500,"גרפופרינט בע""מ",תעשיית הנייר וההדפסה,5028170/0,פקדון,25L,חומרי ניקוי ,,2,35,ILS,35,0,0,0,70,04/11/2021,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2102094,חשבונית מס כולל מלאי,28/02/2021,5040381,"ר.א.מ יציקות בע""מ",,"ר.א.מ יציקות בע""מ",תעשיה כימית,17/02/2021,פקדון,25L,חומרי ניקוי ,,1,0,ILS,35,100,0,35,0,01/03/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-25L,10DVK52.2102313,חשבונית מס כולל מלאי,07/03/2021,3665823,"ארדע פלסט בע""מ",4050272 ,"ארדע פלסט בע""מ",תעשיה כימית,L6500417,פקדון,25L,חומרי ניקוי ,,1,0,ILS,35,100,0,35,0,03/03/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
