קוד פריט,מספר מסמך,פרופיל,תאריך אסמכתא,קוד לקוח,שם לקוח,מיקוד,שם לקוח,סיווג לקוח,אסמכתא חיצונית,תאור פריט,מאפיין פריט,הפרדת מוצרים,מקט לקוח,כמות,מחיר נטו לשורה,קוד מטבע,מחיר מחירון שיקלי,%הנחה שורה,%הנחה כללי,הנחה בשורה,"סה""כ לשורה בש""ח",תאריך אספקה,שם חברה,סוכן,docStatus,קוד קבוצת פריט,תאור קבוצת פריט
WTM-3313-500ML-CT,10DVK52.2005216,חשבונית מס כולל מלאי,15/06/2020,5051219,מוטי גוסט,0,לקוח אינטרנט חומרי ניקוי,שונות,1977,נוזל ניקוי,Multi purpose,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,15/06/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-3313-500ML-CT,10DVK52.2005582,חשבונית מס כולל מלאי,25/06/2020,5051219,גלית הרמן,0,לקוח אינטרנט חומרי ניקוי,שונות,1979,נוזל ניקוי,Multi purpose,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,23/06/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-3313-2L,10DVK52.2006200,חשבונית מס כולל מלאי,14/07/2020,5051219,עידן גרינברג,0,לקוח אינטרנט חומרי ניקוי,שונות,1983,נוזל ניקוי,Multi purpose,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,13/07/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-3313-500ML-CT,10DVK52.2006305,חשבונית מס כולל מלאי,16/07/2020,5051219,חגי גרובר,0,לקוח אינטרנט חומרי ניקוי,שונות,1984,נוזל ניקוי,Multi purpose,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,15/07/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-3313-2L,10DVK52.2007459,חשבונית מס כולל מלאי,19/08/2020,5051219,נעמה מיור,0,לקוח אינטרנט חומרי ניקוי,שונות,1986,נוזל ניקוי,Multi purpose,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,18/08/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-3313-500ML-CT,10DVK52.2007777,חשבונית מס כולל מלאי,30/08/2020,5051219,אלה רוזנוב,0,לקוח אינטרנט חומרי ניקוי,שונות,1989,נוזל ניקוי,Multi purpose,חומרי ניקוי ,,3,0,ILS,0,0,0,0,0,28/08/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-3313-500ML-CT,10DVK52.2008359,חשבונית מס כולל מלאי,15/09/2020,5051219,מאיה רגב,0,לקוח אינטרנט חומרי ניקוי,שונות,1991,נוזל ניקוי,Multi purpose,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,14/09/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-3313-500ML-CT,10DVK52.2010156,חשבונית מס כולל מלאי,08/11/2020,5051219,Ella Rozanov,0,לקוח אינטרנט חומרי ניקוי,שונות,1994,נוזל ניקוי,Multi purpose,חומרי ניקוי ,,2,0,ILS,0,0,0,0,0,08/11/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-N-6818-99000000-KIT,11.051.20000027,חשבונית יצוא,30/07/2020,5051023,Distribuidora Ojel s.a,,Distribuidora Ojel s.a,סוחר,3,נוזל ניקוי,Multi purpose,חומרי ניקוי ,,10,252,USD,859.068,0,0,0,8590.68,01/08/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-N-6818-99000000-KIT,11.051.20000004,חשבונית יצוא,30/12/2020,5042075,GREENLINE AUSTRALIA,3122,GREENLINE AUSTRALIA,סוחר,Email order,נוזל ניקוי,Multi purpose,חומרי ניקוי ,,15,143,USD,459.316,0,0,0,6889.74,03/01/2021,גרין ליין גלובל,ג'ניפר חכם,3,2042,חמרי ניקוי
RGN-799-25L,10DVK52.2000945,חשבונית מס כולל מלאי,02/02/2020,5041815,מחלבת קיבוץ עין השופט קהי,1923700,מחלבת קיבוץ עין השופט קהי,"תעשית המזון, הפארמה והקוסמטיקה",22/01/2020,נוזל ניקוי וחיטוי,Industry,חומרי ניקוי ,,1,350,ILS,386,9.3264,0,36,350,22/01/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
RGN-799-25L,10DVK52.2000845,חשבונית מס כולל מלאי,28/01/2020,5041820,סול כנף הסוללים,,סול כנף הסוללים,"תעשית המזון, הפארמה והקוסמטיקה",GH230120,נוזל ניקוי וחיטוי,Industry,חומרי ניקוי ,,2,398,ILS,386,-3.1088,0,-24,796,23/01/2020,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
RGN-799-25L,10DVK52.2004010,חשבונית מס כולל מלאי,12/05/2020,5041815,מחלבת קיבוץ עין השופט קהי,1923700,מחלבת קיבוץ עין השופט קהי,"תעשית המזון, הפארמה והקוסמטיקה",11/05/2020,נוזל ניקוי וחיטוי,Industry,חומרי ניקוי ,,1,350,ILS,386,9.3264,0,36,350,11/05/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
RGN-799-25L,10DVK52.2005043,חשבונית מס כולל מלאי,10/06/2020,5042011,קפה גילמן,6997801,קפה גיל,"תעשית המזון, הפארמה והקוסמטיקה",09/06/2020,נוזל ניקוי וחיטוי,Industry,חומרי ניקוי ,,1,350,ILS,386,9.3264,0,36,350,09/06/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6819-20100002-5L,10DVK52.2004218,חשבונית מס כולל מלאי,18/05/2020,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,6775,נוזל ניקוי כללי,refreshing fragrance,חומרי ניקוי ,zz122,10,67.5,ILS,67.5,0,0,0,675,05/05/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
RGN-6814G-M2-1L,10DVK52.2004218,חשבונית מס כולל מלאי,18/05/2020,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,6775,נוזל ניקוי כללי,refreshing fragrance,חומרי ניקוי ,zz122,8,30.42,ILS,30.42,0,0,0,243.36,05/05/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
RGN-6814G-M2-1L,10DVK52.2004218,חשבונית מס כולל מלאי,18/05/2020,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,6775,נוזל ניקוי כללי,refreshing fragrance,חומרי ניקוי ,zz122,50,14.8,ILS,14.8,0,0,0,740,05/05/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
RGN-764-L1-750ML,10DVK52.2004218,חשבונית מס כולל מלאי,18/05/2020,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,6775,נוזל ניקוי כללי,refreshing fragrance,חומרי ניקוי ,zz104,24,11,ILS,11,0,0,0,264,05/05/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
WTM-6044-2L,10DVK52.2001985,חשבונית מס כולל מלאי,01/03/2020,6,לקוח נסיון רוטל,0,לקוח נסיון רוטל,שירותים,1844,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,4,0,ILS,0,0,0,0,0,01/03/2020,"רוטל דבקים וכימיקלים בע""מ",ורד משה,3,2042,חמרי ניקוי
WTM-6044-2L,10DVK61.2000067,חשבונית זיכוי,09/03/2020,6,לקוח נסיון רוטל,0,לקוח נסיון רוטל,שירותים,1844,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,-4,0,ILS,0,0,0,0,0,01/03/2020,"רוטל דבקים וכימיקלים בע""מ",ורד משה,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2002108,חשבונית מס כולל מלאי,05/03/2020,5051219,עודד ניסיון,0,לקוח אינטרנט חומרי ניקוי,שונות,1859,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,2,0,ILS,0,0,0,0,0,05/03/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK61.2000065,חשבונית זיכוי,09/03/2020,5051219,עודד ניסיון,0,לקוח אינטרנט חומרי ניקוי,שונות,1859,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,-2,0,ILS,0,0,0,0,0,05/03/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2002209,חשבונית מס כולל מלאי,09/03/2020,4512,לקוח ניסיון,0,לקוח ניסיון,שונות,1865,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,2,0,ILS,0,0,0,0,0,09/03/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK61.2000069,חשבונית זיכוי,09/03/2020,4512,לקוח ניסיון,0,לקוח ניסיון,שונות,1865,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,-2,0,ILS,0,0,0,0,0,09/03/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2002205,חשבונית מס כולל מלאי,09/03/2020,5051219,ניסיון רחלי ניסיון אלקובי,0,לקוח אינטרנט חומרי ניקוי,שירותים,1864,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,8,0,ILS,0,0,0,0,0,09/03/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK61.2000070,חשבונית זיכוי,09/03/2020,5051219,ניסיון רחלי ניסיון אלקובי,0,לקוח אינטרנט חומרי ניקוי,שירותים,1864,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,-8,0,ILS,0,0,0,0,0,09/03/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2002400,חשבונית מס כולל מלאי,16/03/2020,5051219,טלי חלמית,0,לקוח אינטרנט חומרי ניקוי,שונות,1891,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,2,0,ILS,0,0,0,0,0,16/03/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK61.2000075,חשבונית זיכוי,17/03/2020,5051219,טלי חלמית,0,לקוח אינטרנט חומרי ניקוי,שונות,1891,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,-2,0,ILS,0,0,0,0,0,16/03/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-2L,10DVK52.2002522,חשבונית מס כולל מלאי,22/03/2020,5051219,נתנאלה גור,0,לקוח אינטרנט חומרי ניקוי,שונות,1900,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,19/03/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2002630,חשבונית מס כולל מלאי,24/03/2020,62,מאיר טל,0,מאיר טל,שונות,1906,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,24/03/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK61.2000089,חשבונית זיכוי,25/03/2020,62,מאיר טל,0,מאיר טל,שונות,1906,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,-1,0,ILS,0,0,0,0,0,24/03/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-2L,10DVK52.2002839,חשבונית מס כולל מלאי,31/03/2020,5051219,מאיה פלמון,0,לקוח אינטרנט חומרי ניקוי,שונות,1920,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,2,0,ILS,0,0,0,0,0,31/03/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-2L,10DVK52.2002835,חשבונית מס כולל מלאי,31/03/2020,5051219,נורית מנור,0,לקוח אינטרנט חומרי ניקוי,שונות,1919,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,31/03/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2002892,חשבונית מס כולל מלאי,01/04/2020,5051219,מירי פולק,0,לקוח אינטרנט חומרי ניקוי,שונות,1918,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,2,0,ILS,0,0,0,0,0,31/03/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2003002,חשבונית מס כולל מלאי,05/04/2020,5051219,קובי הורוביץ,0,לקוח אינטרנט חומרי ניקוי,שונות,1929,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,04/04/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2003206,חשבונית מס כולל מלאי,13/04/2020,5051219,nimrod diskin,0,לקוח אינטרנט חומרי ניקוי,שונות,1946,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,13/04/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2003218,חשבונית מס כולל מלאי,13/04/2020,5051219,רונה חן,0,לקוח אינטרנט חומרי ניקוי,שונות,1947,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,13/04/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2003297,חשבונית מס כולל מלאי,19/04/2020,5051219,טלי שיין,0,לקוח אינטרנט חומרי ניקוי,שונות,1958,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,18/04/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2003536,חשבונית מס כולל מלאי,27/04/2020,5051219,מיטל קרון,0,לקוח אינטרנט חומרי ניקוי,שונות,1963,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,2,0,ILS,0,0,0,0,0,23/04/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2004047,חשבונית מס כולל מלאי,12/05/2020,5051219,לילך שדה,0,לקוח אינטרנט חומרי ניקוי,שונות,1971,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,11/05/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-2L,10DVK52.2004439,חשבונית מס כולל מלאי,24/05/2020,5051219,אלה רוזנוב,0,לקוח אינטרנט חומרי ניקוי,שונות,1973,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,24/05/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2005216,חשבונית מס כולל מלאי,15/06/2020,5051219,מוטי גוסט,0,לקוח אינטרנט חומרי ניקוי,שונות,1977,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,15/06/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2005582,חשבונית מס כולל מלאי,25/06/2020,5051219,גלית הרמן,0,לקוח אינטרנט חומרי ניקוי,שונות,1979,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,23/06/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-2L,10DVK52.2006083,חשבונית מס כולל מלאי,09/07/2020,5051219,אילנה שניידר,0,לקוח אינטרנט חומרי ניקוי,שונות,1980,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,07/07/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2006305,חשבונית מס כולל מלאי,16/07/2020,5051219,חגי גרובר,0,לקוח אינטרנט חומרי ניקוי,שונות,1984,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,15/07/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-2L,10DVK52.2007777,חשבונית מס כולל מלאי,30/08/2020,5051219,אלה רוזנוב,0,לקוח אינטרנט חומרי ניקוי,שונות,1989,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,2,0,ILS,0,0,0,0,0,28/08/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2007777,חשבונית מס כולל מלאי,30/08/2020,5051219,אלה רוזנוב,0,לקוח אינטרנט חומרי ניקוי,שונות,1989,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,28/08/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2008359,חשבונית מס כולל מלאי,15/09/2020,5051219,מאיה רגב,0,לקוח אינטרנט חומרי ניקוי,שונות,1991,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,14/09/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-2L,10DVK52.2011330,חשבונית מס כולל מלאי,08/12/2020,5051219,קובי הורוביץ,0,לקוח אינטרנט חומרי ניקוי,שונות,1998,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,1,0,ILS,0,0,0,0,0,07/12/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
WTM-6044-500ML-CC,10DVK52.2002767,חשבונית מס כולל מלאי,29/03/2020,5041707,"מאפיית אלתנור בע""מ",,"מאפיית אלתנור בע""מ ","תעשית המזון, הפארמה והקוסמטיקה",GH290320,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,16,11,ILS,11,0,0,0,176,29/03/2020,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
WTM-6044-2L,11.051.20000017,חשבונית יצוא,19/05/2020,5051294,TOV TPK Khersonskyy Lyvarnyy Zavod,,TOV TPK Khersonskyy Lyvarnyy Zavod,שירותים,Active Green Samples,נוזל ניקוי לשטיפת פירות וירקות,N,חומרי ניקוי ,,1,2,USD,7.086,0,0,0,7.09,19/05/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,0,2042,חמרי ניקוי
RGN-6011FC-1L,10DVK52.2001178,חשבונית מס כולל מלאי,05/02/2020,5140953,גרין איט,6473104 ,גרין איט,סוחר,04/02/2020,נוזל ריצפה,ecological,חומרי ניקוי ,,12,10,ILS,23,56.5217,0,156,120,04/02/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
RGN-6011FC-25L,10DVK52.2001178,חשבונית מס כולל מלאי,05/02/2020,5140953,גרין איט,6473104 ,גרין איט,סוחר,04/02/2020,נוזל ריצפה,ecological,חומרי ניקוי ,,1,215,ILS,378,43.1217,0,163,215,04/02/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
RGN-6011FC-5L,10DVK52.2001536,חשבונית מס כולל מלאי,17/02/2020,5140953,גרין איט,6473104 ,גרין איט,סוחר,12/02/2020,נוזל ריצפה,ecological,חומרי ניקוי ,,12,43,ILS,91,52.7473,0,576,516,12/02/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
RGN-6011FC-25L,10DVK52.2002134,חשבונית מס כולל מלאי,08/03/2020,5140953,גרין איט,6473104 ,גרין איט,סוחר,08/03/2020,נוזל ריצפה,ecological,חומרי ניקוי ,,1,215,ILS,378,43.1217,0,163,215,08/03/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
RGN-6011FC-25L,10DVK61.2000169,חשבונית זיכוי,01/06/2020,5140953,גרין איט,6473104 ,גרין איט,סוחר,08/03/2020,נוזל ריצפה,ecological,חומרי ניקוי ,,-1,215,ILS,378,43.1217,0,163,-215,08/03/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
RGN-6011FC-5L,10DVK52.2003504,חשבונית מס כולל מלאי,26/04/2020,1000000,רוסלן,0,לקוחות שונים,שונות,26.0420...,נוזל ריצפה,ecological,חומרי ניקוי ,,1,70,ILS,70,0,0,0,70,26/04/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
RGN-6011FC-5L,10DVK52.2003506,חשבונית מס כולל מלאי,26/04/2020,1000000,רוסלן,0,לקוחות שונים,שונות,26.04.20....,נוזל ריצפה,ecological,חומרי ניקוי ,,1,70,ILS,70,0,0,0,70,26/04/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-6020-20100002-5L,10DVK52.2011284,חשבונית מס כולל מלאי,07/12/2020,1000000,אטרקטיבי אילת,88510,לקוחות שונים,שונות,07.12.20,נוזל ריצפה,refreshing fragrance,חומרי ניקוי ,,1,48,ILS,60,20,0,12,48,07/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6020-20100002-5L,10DVK61.2000399,חשבונית זיכוי,09/12/2020,1000000,אטרקטיבי אילת,88510,לקוחות שונים,שונות,07.12.20,נוזל ריצפה,refreshing fragrance,חומרי ניקוי ,,-1,48,ILS,60,20,0,12,-48,07/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6020-20100002-5L,10DVK52.2011384,חשבונית מס כולל מלאי,09/12/2020,1000000,אטרקטיבי אילת,88510,לקוחות שונים,שונות,09/12/20.,נוזל ריצפה,refreshing fragrance,חומרי ניקוי ,,1,48,ILS,60,20,0,12,48,09/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6020-20100002-5L,10DVK62.2000193,חשבונית זיכוי כספית,09/12/2020,1000000,אטרקטיבי אילת,88510,לקוחות שונים,שונות,09/12/20.,נוזל ריצפה,refreshing fragrance,חומרי ניקוי ,,-1,48,ILS,60,20,0,12,-48,09/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6020-23010002-25L,10DVK52.2001954,חשבונית מס כולל מלאי,01/03/2020,1000000,טלי ברש,0,לקוחות שונים,שונות,25.02.20,נוזל ריצפה,refreshing fragrance,חומרי ניקוי ,,1,240,ILS,240,0,0,0,240,25/02/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-6020-23010002-25L,10DVK52.2004638,חשבונית מס כולל מלאי,01/06/2020,1000000,גבריאל נלסון,0,לקוחות שונים,שונות,01.06.20,נוזל ריצפה,refreshing fragrance,חומרי ניקוי ,,1,240,ILS,240,0,0,0,240,01/06/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-1000L,10DVK52.2011690,חשבונית מס כולל מלאי,20/12/2020,5040344,"אספרסו קלאב בע""מ",5126016,"אספרסו קלאב בע""מ",שירותים,R200000452,פקדון,1000L,חומרי ניקוי ,,1,0,ILS,800,100,0,800,0,16/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-200L,10DVK52.2007685,חשבונית מס כולל מלאי,26/08/2020,5060010,אביב תעשיות מיחזור,,אביב תעשיות מיחזור,תעשיה כימית,07/001117,פקדון,200L,חומרי ניקוי ,,1,250,ILS,250,0,0,0,250,25/08/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-DEPOSIT-200L,10DVK52.2008925,חשבונית מס כולל מלאי,05/10/2020,5121246,"מאפיות שלמה א. אנג'ל בע""מ",,"מאפיות שלמה א. אנג'ל בע""מ","תעשית המזון, הפארמה והקוסמטיקה",10050821,פקדון,200L,חומרי ניקוי ,,1,0,ILS,170,100,0,170,0,04/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-200L,10DVK52.2009947,חשבונית מס כולל מלאי,02/11/2020,5122103,"תוסף קומפאונדס בע""מ",4283000,"תוסף קומפאונדס בע""מ",תעשיה כימית,20m03427,פקדון,200L,חומרי ניקוי ,,2,0,ILS,170,100,0,340,0,27/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-200L,10DVK52.2010148,חשבונית מס כולל מלאי,08/11/2020,5041507,ספריי מטל ציפויים 1985 בע,44820 ,ספריי מטל ציפויים 1985 בע,שירותים,08/11/2020,פקדון,200L,חומרי ניקוי ,,1,0,ILS,170,100,0,170,0,08/11/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-DEPOSIT-200L,10DVK52.2010583,חשבונית מס כולל מלאי,18/11/2020,5060010,אביב תעשיות מיחזור,,אביב תעשיות מיחזור,תעשיה כימית,07/001153,פקדון,200L,חומרי ניקוי ,,1,0,ILS,170,100,0,170,0,12/11/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-DEPOSIT-200L,10DVK52.2011176,חשבונית מס כולל מלאי,06/12/2020,5030344,"קניאל  תעשיות א.ט.ג בע""מ",,"קניאל  תעשיות א.ט.ג בע""מ","תעשית המזון, הפארמה והקוסמטיקה",9328232,פקדון,200L,חומרי ניקוי ,,1,0,ILS,170,100,0,170,0,01/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
