קוד פריט,מספר מסמך,פרופיל,תאריך אסמכתא,קוד לקוח,שם לקוח,מיקוד,שם לקוח,סיווג לקוח,אסמכתא חיצונית,תאור פריט,מאפיין פריט,הפרדת מוצרים,מקט לקוח,כמות,מחיר נטו לשורה,קוד מטבע,מחיר מחירון שיקלי,%הנחה שורה,%הנחה כללי,הנחה בשורה,"סה""כ לשורה בש""ח",תאריך אספקה,שם חברה,סוכן,docStatus,קוד קבוצת פריט,תאור קבוצת פריט,
RGN-3312EL-250ML,10DVK52.1907423,חשבונית מס כולל מלאי,22/08/2019,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,6470,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,ZZ108,40,5.48,ILS,5.48,0,0,0,219.2,22/07/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,209
GLG-3317-23010000-25L,10DVK52.1906571,חשבונית מס כולל מלאי,28/07/2019,2412005,אס.סי.אר  S.C.R מהנדסים ב,,אס.סי.אר  S.C.R מהנדסים ב,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",po19004950-1,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,2,345,ILS,338,-2.071,0,-14,690,25/07/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,88
GLG-3317-23010000-25L,10DVK52.1906651,חשבונית מס כולל מלאי,30/07/2019,50312113,שטראוס קפה בי.וי.,4959504 ,שטראוס קפה בי.וי.,"תעשית המזון, הפארמה והקוסמטיקה",1042-4400470080,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,2,330,ILS,338,2.3669,0,16,660,28/07/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,571
GLG-3317-23010000-25L,10DVK52.1906678,חשבונית מס כולל מלאי,31/07/2019,5041319,קרמה פלוס סוכנויות קפה בע,,קרמה פלוס סוכנויות קפה בע,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",30.07.19,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,2,300,ILS,334,10.1796,0,68,600,30/07/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,89
GLG-3317-10000000-200L,10DVK52.1906816,חשבונית מס כולל מלאי,05/08/2019,5122103,"תוסף קומפאונדס בע""מ",4283000,"תוסף קומפאונדס בע""מ",תעשיה כימית,19m02583,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,6290013,3,1400,ILS,2210,36.6516,0,2430,4200,01/08/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,500
GLG-3317-23010000-25L,10DVK52.1906945,חשבונית מס כולל מלאי,08/08/2019,5051098,"מי עדן בע""מ",4951787 ,"מי עדן בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4500172199,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,10,330,ILS,334,1.1976,0,40,3300,07/08/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,572
GLG-3317-20100000-5L,10DVK52.1907040,חשבונית מס כולל מלאי,12/08/2019,1000000,איתמר חכים,0,לקוחות שונים,שונות,11.08.19,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,2,70,ILS,70,0,0,0,140,11/08/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,716
GLG-3317-23010000-25L,10DVK52.1907039,חשבונית מס כולל מלאי,12/08/2019,2912001,"פ.מ.ס  מיגון בע""מ",61180,"פ.מ.ס  מיגון בע""מ",יצרן ציוד ומיכון,10215/19,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,2,270,ILS,334,19.1617,0,128,540,11/08/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,67
GLG-3317-20100000-5L,10DVK52.1907075,חשבונית מס כולל מלאי,12/08/2019,5041338,קאנטרי קלאב כפר סבא,4443624,קאנטרי קלאב כפר סבא,שירותים,12/08/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,30,69,ILS,70,1.4286,0,30,2070,12/08/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,370
GLG-3317-23010000-25L,10DVK52.1907065,חשבונית מס כולל מלאי,12/08/2019,50312035,א.מרידל שיווק ואספקה 2011,7316000,א.מרידל שיווק ואספקה 2011,סוחר,12/08/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,8,270,ILS,334,19.1617,0,512,2160,12/08/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,133
GLG-3317-23010000-25L,10DVK52.1907125,חשבונית מס כולל מלאי,14/08/2019,5030344,"קניאל  תעשיות א.ט.ג בע""מ",,"קניאל  תעשיות א.ט.ג בע""מ","תעשית המזון, הפארמה והקוסמטיקה",3036812,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,2,300,ILS,338,11.2426,0,76,600,13/08/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,573
GLG-3317-23010000-25L,10DVK52.1907816,חשבונית מס כולל מלאי,04/09/2019,5120402,החברה המרכזית להפצת משקאו,5110401,החברה המרכזית להפצת משקאו,"תעשית המזון, הפארמה והקוסמטיקה",3563650,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,3210142,3,330,ILS,334,1.1976,0,12,990,27/08/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,574
GLG-3317-23010000-25L,10DVK52.1907639,חשבונית מס כולל מלאי,01/09/2019,5041524,"אונו גרופ 1 בע""מ",,"אונו גרופ 1 בע""מ","תעשית המזון, הפארמה והקוסמטיקה",28/08/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,2,340,ILS,334,-1.7964,0,-12,680,01/09/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,732
GLG-3317-23010000-25L,10DVK52.1907901,חשבונית מס כולל מלאי,05/09/2019,5030279,"י.בראון ובניו ובע""מ",,"י.בראון ובניו ובע""מ",שירותים,05/09/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,1,340,ILS,334,-1.7964,0,-6,340,05/09/2019,"רוטל דבקים וכימיקלים בע""מ",ג'ניפר חכם,3,2042,חמרי ניקוי,733
RGN-3312EL-1L,10DVK52.1907948,חשבונית מס כולל מלאי,08/09/2019,5051142,עזרא דוד צדוק,0,עזרא דוד צדוק,שונות,08/09/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,12,12,ILS,21,42.8571,0,108,144,08/09/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,950
RGN-3312EL-250ML,10DVK52.1908377,חשבונית מס כולל מלאי,23/09/2019,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,6558,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,ZZ108,50,5.48,ILS,5.48,0,0,0,274,15/09/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,210
RGN-3312EL-1L,10DVK52.1908296,חשבונית מס כולל מלאי,19/09/2019,5051142,עזרא דוד צדוק,0,עזרא דוד צדוק,שונות,18/09/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,24,12,ILS,21,42.8571,0,216,288,18/09/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,951
GLG-3317-10000000-200L,10DVK52.1908298,חשבונית מס כולל מלאי,19/09/2019,5042103,"דרים טעמים בע""מ",,"דרים טעמים בע""מ","תעשית המזון, הפארמה והקוסמטיקה",18/09/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,1,1750,ILS,2210,20.8145,0,460,1750,18/09/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,564
GLG-3317-20100000-5L,10DVK52.1908710,חשבונית מס כולל מלאי,06/10/2019,5041338,קאנטרי קלאב כפר סבא,4443624,קאנטרי קלאב כפר סבא,שירותים,02/10/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,30,69,ILS,70,1.4286,0,30,2070,02/10/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,371
GLG-3317-23010000-25L,10DVK52.1908691,חשבונית מס כולל מלאי,03/10/2019,5051037,"י.ס חמסה בע""מ",,"י.ס חמסה בע""מ","תעשית המזון, הפארמה והקוסמטיקה",03/10/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,1,330,ILS,334,1.1976,0,4,330,03/10/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,575
RGN-3312EL-1L,10DVK52.1908749,חשבונית מס כולל מלאי,07/10/2019,5051142,עזרא דוד צדוק,0,עזרא דוד צדוק,שונות,03/10/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,24,12,ILS,21,42.8571,0,216,288,03/10/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,952
RGN-3312EL-750ML,10DVK52.1908989,חשבונית מס כולל מלאי,23/10/2019,5140953,גרין איט,6473104 ,גרין איט,סוחר,22/10/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,12,10,ILS,21,52.381,0,132,120,22/10/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,212
RGN-3312EL-1L,10DVK52.1909045,חשבונית מס כולל מלאי,24/10/2019,5051142,עזרא דוד צדוק,0,עזרא דוד צדוק,שונות,23/10/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,24,12,ILS,21,42.8571,0,216,288,23/10/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,953
GLG-3317-23010000-25L,10DVK52.1909213,חשבונית מס כולל מלאי,29/10/2019,5051170,"אספרסו בול בע""מ",,"אספרסו בול בע""מ",סוחר,LM281019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,2,330,ILS,334,1.1976,0,8,660,28/10/2019,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי,734
GLG-3317-20100000-5L,10DVK52.1909269,חשבונית מס כולל מלאי,30/10/2019,1000000,אדוארד,0,לקוחות שונים,שונות,30/10/19.,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,1,100,ILS,70,-42.8571,0,-30,100,30/10/2019,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי,717
GLG-3317-20100000-5L,10DVK52.1909313,חשבונית מס כולל מלאי,03/11/2019,5041338,קאנטרי קלאב כפר סבא,4443624,קאנטרי קלאב כפר סבא,שירותים,29/10/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,30,69,ILS,70,1.4286,0,30,2070,01/11/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,372
GLG-3317-23010000-25L,10DVK52.1909316,חשבונית מס כולל מלאי,03/11/2019,5051037,"י.ס חמסה בע""מ",,"י.ס חמסה בע""מ","תעשית המזון, הפארמה והקוסמטיקה",28/10/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,1,330,ILS,334,1.1976,0,4,330,03/11/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,576
GLG-3317-23010000-25L,10DVK52.1909359,חשבונית מס כולל מלאי,03/11/2019,5051098,"מי עדן בע""מ",4951787 ,"מי עדן בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4500174403,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,10,330,ILS,334,1.1976,0,40,3300,03/11/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,577
GLG-3317-23010000-25L,10DVK52.1909487,חשבונית מס כולל מלאי,06/11/2019,5051064,"אספגיל בע""מ",,"אספגיל בע""מ",שירותים,05/11/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,2,350,ILS,334,-4.7904,0,-32,700,05/11/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,380
GLG-3317-23010000-25L,10DVK52.1909597,חשבונית מס כולל מלאי,10/11/2019,5120402,החברה המרכזית להפצת משקאו,5110401,החברה המרכזית להפצת משקאו,"תעשית המזון, הפארמה והקוסמטיקה",3573007,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,3210142,2,330,ILS,334,1.1976,0,8,660,07/11/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,578
GLG-3317-10000000-200L,10DVK52.1909664,חשבונית מס כולל מלאי,11/11/2019,5122103,"תוסף קומפאונדס בע""מ",4283000,"תוסף קומפאונדס בע""מ",תעשיה כימית,19m03633,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,6290013,2,1400,ILS,2210,36.6516,0,1620,2800,07/11/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,501
GLG-3317-23010000-25L,10DVK52.1909875,חשבונית מס כולל מלאי,17/11/2019,5023544,שטראוס קפה בי וי,4959504 ,שטראוס קפה בי וי,"תעשית המזון, הפארמה והקוסמטיקה",1042-4400476661,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,2,330,ILS,334,1.1976,0,8,660,14/11/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,579
RGN-3312EL-1L,10DVK52.1910025,חשבונית מס כולל מלאי,19/11/2019,5051142,עזרא דוד צדוק,0,עזרא דוד צדוק,שונות,19/11/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,48,12,ILS,21,42.8571,0,432,576,19/11/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,954
GLG-3317-23010000-25L,10DVK52.1910162,חשבונית מס כולל מלאי,25/11/2019,5025805,"כל כיפוף בע""מ",49513,"כל כיפוף בע""מ",עיבוד מתכת ,24/11/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,5,350,ILS,334,-4.7904,0,-80,1750,24/11/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,314
GLG-3317-23010000-25L,10DVK52.1909874,חשבונית מס כולל מלאי,17/11/2019,5013303,מכון ויצמן למדע,,מכון ויצמן למדע,שירותים,11902336,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,1,320,ILS,334,4.1916,0,14,320,26/11/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,381
GLG-3317-20100000-5L,10DVK52.1910229,חשבונית מס כולל מלאי,26/11/2019,5025882,"מרכז רפואי ע""ש ברזילי",,"מרכז רפואי ע""ש ברזילי",שירותים,389/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,A-8051001128,3,70,ILS,70,0,0,0,210,26/11/2019,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי,373
GLG-3317-20100000-5L,10DVK52.1910267,חשבונית מס כולל מלאי,28/11/2019,5014320,"אופטונול בע""מ",,"אופטונול בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",PO19000384,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,OPT00001406,8,80,ILS,70,-14.2857,0,-80,640,27/11/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,86
GLG-3317-23010000-25L,10DVK52.1910957,חשבונית מס כולל מלאי,18/12/2019,5051174,יוכי אספרגוס,,"יוכי אספרגוס בע""מ ","תעשית המזון, הפארמה והקוסמטיקה",LM181219,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,1,299,ILS,334,10.479,0,35,299,18/12/2019,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי,580
GLG-3317-20100000-5L,10DVK52.1910997,חשבונית מס כולל מלאי,22/12/2019,5025882,"מרכז רפואי ע""ש ברזילי",,"מרכז רפואי ע""ש ברזילי",שירותים,418/2019,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,A-8051001128,5,70,ILS,70,0,0,0,350,22/12/2019,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי,374
GLG-3314-50500000-250ML,11.051.19000035,חשבונית יצוא,02/09/2019,5051136,Andrzej Kubica,0,Andrzej Kubica,שונות,RGN Samples,מסיר אבנית,N,חומרי ניקוי ,,1,2,USD,7.07,0,0,0,7.07,03/09/2019,"רוטל דבקים וכימיקלים בע""מ",רוטל,0,2042,חמרי ניקוי,713
GLG-3314-50500000-250ML,11.051.19000036,חשבונית יצוא,02/09/2019,5051135,Veneto Fragrance Corp,33168,Veneto Fragrance Corp,שונות,RGN Samples,מסיר אבנית,N,חומרי ניקוי ,,1,2,USD,7.07,0,0,0,7.07,03/09/2019,"רוטל דבקים וכימיקלים בע""מ",רוטל,0,2042,חמרי ניקוי,714
GLG-3351-42310001-750ML,11.051.19000035,חשבונית יצוא,02/09/2019,5051136,Andrzej Kubica,0,Andrzej Kubica,שונות,RGN Samples,מסיר אבנית,N,חומרי ניקוי ,,1,2,USD,7.07,0,0,0,7.07,03/09/2019,"רוטל דבקים וכימיקלים בע""מ",רוטל,0,2042,חמרי ניקוי,735
GLG-3351-42310001-750ML,11.051.19000036,חשבונית יצוא,02/09/2019,5051135,Veneto Fragrance Corp,33168,Veneto Fragrance Corp,שונות,RGN Samples,מסיר אבנית,N,חומרי ניקוי ,,1,2,USD,7.07,0,0,0,7.07,03/09/2019,"רוטל דבקים וכימיקלים בע""מ",רוטל,0,2042,חמרי ניקוי,736
RGN-3712-750ML,10DVK52.1900501,חשבונית מס כולל מלאי,16/01/2019,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,6178,מסיר חלודה,N,חומרי ניקוי ,ZZ105,40,10.15,ILS,21,51.6667,0,434,406,31/12/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,220
GLG-3712-20100000-5L,10DVK52.1901267,חשבונית מס כולל מלאי,10/02/2019,5051011,"גלגל אופניים בע""מ",3052640,"גלגל אופניים בע""מ",סוחר,07/02/2019,מסיר חלודה,N,חומרי ניקוי ,,1,75,ILS,100,25,0,25,75,07/02/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,134
GLG-3712-20100000-5L,10DVK52.1901299,חשבונית מס כולל מלאי,11/02/2019,50312362,וויטסון יוגב,0,וויטסון יוגב,יצרן ציוד ומיכון,ON-19000168,מסיר חלודה,N,חומרי ניקוי ,,2,85,ILS,100,15,0,30,170,11/02/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,68
RGN-3712-1L,10TAS52.1900006,חשבונית מס כולל מלאי,27/02/2019,5051022,חברת נימר תאמימי,,חברת נימר תאמימי,שונות,27.02.19,מסיר חלודה,N,חומרי ניקוי ,,10,16.8,ILS,21,20,0,42,168,27/02/2019,"רוטל תעשיות ומסחר בע""מ",ירון שריג,3,2042,חמרי ניקוי,964
GLG-3712-23010000-25L,10DVK52.1902474,חשבונית מס כולל מלאי,18/03/2019,2613901,חברת קו צינור אילת אשקלון,,חברת קו צינור אילת אשקלון,אנרגיה,19003272,מסיר חלודה,N,חומרי ניקוי ,6342280155,4,317,ILS,473,32.981,0,624,1268,12/03/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,1
GLG-3712-23010000-25L,10DVK52.1902727,חשבונית מס כולל מלאי,25/03/2019,2613901,חברת קו צינור אילת אשקלון,,חברת קו צינור אילת אשקלון,אנרגיה,19003272,מסיר חלודה,N,חומרי ניקוי ,6342280155,4,317,ILS,473,32.981,0,624,1268,18/03/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,2
GLG-3712-23010000-25L,10DVK52.1902903,חשבונית מס כולל מלאי,01/04/2019,5030608,"גת מדי מים בע""מ",,"גת מדי מים בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",01.04.19,מסיר חלודה,N,חומרי ניקוי ,,2,272.6,ILS,473,42.3679,0,400.8,545.2,01/04/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,29
GLG-3712-23010000-25L,10TAS52.1900018,חשבונית מס כולל מלאי,07/04/2019,5041881,מפעל המים ראמללה,,מפעל המים ראמללה,תעשיה ימית,07.04.19,מסיר חלודה,N,חומרי ניקוי ,,2,277.2,ILS,277.2,0,0,0,554.4,07/04/2019,"רוטל תעשיות ומסחר בע""מ",ציון רון,3,2042,חמרי ניקוי,485
GLG-3712-20100000-5L,10DVK52.1903128,חשבונית מס כולל מלאי,08/04/2019,1000000,גיא רצבי,,לקוחות שונים,שונות,8.4.19,מסיר חלודה,N,חומרי ניקוי ,,1,100,ILS,100,0,0,0,100,08/04/2019,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי,737
RGN-3712-750ML,10DVK52.1903526,חשבונית מס כולל מלאי,21/04/2019,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,6329,מסיר חלודה,N,חומרי ניקוי ,ZZ105,30,10.15,ILS,21,51.6667,0,325.5,304.5,11/04/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,221
GLG-3712-23010000-25L,10DVK52.1903406,חשבונית מס כולל מלאי,16/04/2019,5051047,"ר.שעל בע""מ",,"ר.שעל בע""מ",שירותים,16/04/2019,מסיר חלודה,N,חומרי ניקוי ,,1,310,ILS,473,34.4609,0,163,310,16/04/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,383
GLG-3712-20100000-5L,10DVK52.1903524,חשבונית מס כולל מלאי,21/04/2019,5040196,"פס הרכבות בע""מ",,"המשבב אייץ'.אם.טי.אס בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",94509,מסיר חלודה,N,חומרי ניקוי ,,2,65,ILS,100,35,0,70,130,17/04/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,90
GLG-3712-20100000-5L,10DVK52.1903555,חשבונית מס כולל מלאי,23/04/2019,1000000,ברזן יוסי ,0,לקוחות שונים,שונות,23.04.19.,מסיר חלודה,N,חומרי ניקוי ,,1,100,ILS,100,0,0,0,100,23/04/2019,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי,739
GLG-3712-20100000-5L,10DVK52.1903588,חשבונית מס כולל מלאי,28/04/2019,5024439,"מטרסו ושות' בע""מ",,"מטרסו ושות' בע""מ",סוחר,19003808,מסיר חלודה,N,חומרי ניקוי ,,1,45.5,ILS,100,54.5,0,54.5,45.5,24/04/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,135
RGN-3712-1L,10DVK52.1903814,חשבונית מס כולל מלאי,02/05/2019,5024657,"פריגו ישראל בע""מ",,"פאדאגיס ישראל פרמצבטיקה  בע""מ","תעשית המזון, הפארמה והקוסמטיקה",3006073776,מסיר חלודה,N,חומרי ניקוי ,35000292,1,25,ILS,21,-19.0476,0,-4,25,29/04/2019,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי,661
GLG-3712-20100000-5L,10DVK52.1904440,חשבונית מס כולל מלאי,21/05/2019,1000000,"הנדסת הינע בע""מ",,לקוחות שונים,יצרן לתעשיית הרכב,20.05.19..,מסיר חלודה,N,חומרי ניקוי ,,1,100,ILS,100,0,0,0,100,20/05/2019,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי,740
RGN-3712-750ML,10DVK52.1904463,חשבונית מס כולל מלאי,22/05/2019,5030433,"פילטר סייפ בע""מ",,"פילטר סייפ בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",19737,מסיר חלודה,N,חומרי ניקוי ,,12,25,ILS,21,-19.0476,0,-48,300,21/05/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,59
GLG-3712-23010000-25L,10DVK52.1904484,חשבונית מס כולל מלאי,23/05/2019,5030608,"גת מדי מים בע""מ",,"גת מדי מים בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",22.05.19,מסיר חלודה,N,חומרי ניקוי ,,3,473,ILS,473,0,0,0,1419,22/05/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,30
GLG-3712-23010000-25L,10DVK52.1904531,חשבונית מס כולל מלאי,26/05/2019,2613901,חברת קו צינור אילת אשקלון,,חברת קו צינור אילת אשקלון,אנרגיה,19006046,מסיר חלודה,N,חומרי ניקוי ,6342280155,8,317,ILS,473,32.981,0,1248,2536,23/05/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,3
GLG-3712-23010000-25L,10DVK62.1900114,חשבונית זיכוי כספית,10/09/2019,2613901,חברת קו צינור אילת אשקלון,,חברת קו צינור אילת אשקלון,אנרגיה,19006046,מסיר חלודה,N,חומרי ניקוי ,6342280155,-8,317,ILS,473,32.981,0,1248,-2536,23/05/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,4
GLG-3712-20100000-5L,10DVK52.1904807,חשבונית מס כולל מלאי,03/06/2019,5030511,מקורות חברת המים,6713402,"מקורות חברת המים בע""מ",שירותים,4500403281,מסיר חלודה,N,חומרי ניקוי ,,1,75,ILS,100,25,0,25,75,02/06/2019,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי,382
GLG-3712-23010000-25L,10DVK52.1905898,חשבונית מס כולל מלאי,04/07/2019,5030608,"גת מדי מים בע""מ",,"גת מדי מים בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",04.07.19,מסיר חלודה,N,חומרי ניקוי ,,4,272,ILS,473,42.4947,0,804,1088,04/07/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,31
GLG-3712-20100000-5L,10DVK52.1906032,חשבונית מס כולל מלאי,08/07/2019,5050015,"כל מתכת מדן בע""מ",,"כל מתכת מדן בע""מ",סוחר,1379428,מסיר חלודה,N,חומרי ניקוי ,,2,52,ILS,100,48,0,96,104,08/07/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,136
