קוד פריט,מספר מסמך,פרופיל,תאריך אסמכתא,קוד לקוח,שם לקוח,מיקוד,שם לקוח,סיווג לקוח,אסמכתא חיצונית,תאור פריט,מאפיין פריט,הפרדת מוצרים,מקט לקוח,כמות,מחיר נטו לשורה,קוד מטבע,מחיר מחירון שיקלי,%הנחה שורה,%הנחה כללי,הנחה בשורה,"סה""כ לשורה בש""ח",תאריך אספקה,שם חברה,סוכן,docStatus,קוד קבוצת פריט,תאור קבוצת פריט,מסד
RGN-6815-M2-2L,FIN.11/016667,חשבונית מס כולל מלאי,15/07/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5877,נוזל כביסה,perfumed,,zz112,24,6.99,ILS,0,0,0,0,167.76,21/06/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,811
RGN-6814NL-1L,FIN.11/011113,חשבונית מס כולל מלאי,18/01/2018,5041839,פי.סי ניקיון מושלם,,פי.סי ניקיון מושלם,סוחר,14/01/2018,נוזל כביסה,ecological,,,36,12,ILS,19,0,0,0,432,14/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,805
RGN-6814NL-5L,FIN.11/011164,חשבונית מס כולל מלאי,21/01/2018,5041840,מפתח צול,4336003,מפתח צול,סוחר,15/01/2018,נוזל כביסה,ecological,,,4,50,ILS,91,0,0,0,200,15/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,807
RGN-6814NL-200,FIN.11/015208,חשבונית מס כולל מלאי,30/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5780,נוזל כביסה,ecological,,ZZ112,36,9.24,ILS,3230,0,0,0,332.64,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,806
RGN-6814NL-750ML,FIN.11/012832,חשבונית מס כולל מלאי,14/03/2018,5041875,"המילניום רפואה סינית בע""מ",7639236 ,"המילניום רפואה טבעית בע""מ",שונות,100474,נוזל כביסה,ecological,,,72,9.2,ILS,0,0,0,0,662.4,22/02/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,808
RGN-6814NL-750ML,FIN.11/013797,חשבונית מס כולל מלאי,16/04/2018,5041875,"המילניום רפואה סינית בע""מ",7639236 ,"המילניום רפואה טבעית בע""מ",שונות,100479,נוזל כביסה,ecological,,,20,9.2,ILS,0,0,0,0,184,10/04/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,809
RGN-711N-S7-1L,FIN.11/017990,חשבונית מס כולל מלאי,23/08/2018,5042039,עוצמה שיווק מוצרי צריכה ב,9123101,עוצמה שיווק מוצרי צריכה ב,סוחר,19/08/2018,נוזל כלים,Delicate fragrance,,,48,8,ILS,0,0,0,0,384,19/08/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,832
RGN-711N-S7-1L,FIN.11/018866,חשבונית מס כולל מלאי,02/10/2018,5042039,עוצמה שיווק מוצרי צריכה ב,9123101,עוצמה שיווק מוצרי צריכה ב,סוחר,7336,נוזל כלים,Delicate fragrance,,,12,8,ILS,0,0,0,0,96,20/09/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,833
RGN-711G-S7-1L,FIN.11/020716,חשבונית מס כולל מלאי,26/11/2018,5042039,עוצמה שיווק מוצרי צריכה ב,9123101,עוצמה שיווק מוצרי צריכה ב,סוחר,8039,נוזל כלים,Delicate fragrance,,,12,8,ILS,0,0,0,0,96,19/11/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,814
RGN-711N-S7-1L,FIN.11/016632,חשבונית מס כולל מלאי,15/07/2018,5041875,"המילניום רפואה טבעית בע""מ",7639236 ,"המילניום רפואה טבעית בע""מ",שונות,09/07/2018,נוזל כלים,Delicate fragrance,,,60,8.79,ILS,0,0,0,0,527.4,09/07/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,831
RGN-711N-S7-25L,FIN.11/016327,חשבונית מס כולל מלאי,02/07/2018,5041989,"אמורה מיו בע""מ",,"אמורה מיו בע""מ","תעשית המזון, הפארמה והקוסמטיקה",25/06/2018,נוזל כלים,Delicate fragrance,,,2,290,ILS,0,0,0,0,580,25/06/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,834
RGN-711N-25L,FIN.11/010636,חשבונית מס כולל מלאי,03/01/2018,5025259,אקוולוג'יק,,אקוולוג'יק,סוחר,03.01.18,נוזל כלים,ecological,,,1,120.2,ILS,360,0,0,0,120.2,03/01/2018,"רוטל דבקים וכימיקלים בע""מ",נרי רביד,0,,,822
RGN-711N-1L,FIN.11/011113,חשבונית מס כולל מלאי,18/01/2018,5041839,פי.סי ניקיון מושלם,,פי.סי ניקיון מושלם,סוחר,14/01/2018,נוזל כלים,ecological,,,24,12,ILS,16,0,0,0,288,14/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,815
RGN-711N-1L,FIN.11/011164,חשבונית מס כולל מלאי,21/01/2018,5041840,מפתח צול,4336003,מפתח צול,סוחר,15/01/2018,נוזל כלים,ecological,,,4,14,ILS,16,0,0,0,56,15/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,816
RGN-711N-1L,FIN.11/014566,חשבונית מס כולל מלאי,14/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5780,נוזל כלים,ecological,,ZZ113,36,8.74,ILS,16,0,0,0,314.64,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,818
RGN-711N-25L,FIN.11/014994,חשבונית מס כולל מלאי,23/05/2018,5140953,לפלנד מערכות,6473104 ,גרין איט,סוחר,23/05/2018,נוזל כלים,ecological,,,1,215,ILS,360,0,0,0,215,23/05/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,823
RGN-711N-25L,FIN.11/015907,חשבונית מס כולל מלאי,19/06/2018,5025259,אקוולוג'יק,,אקוולוג'יק,סוחר,19.06.18,נוזל כלים,ecological,,,1,120.2,ILS,360,0,0,0,120.2,19/06/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,824
RGN-711N-5L,FIN.11/016212,חשבונית מס כולל מלאי,28/06/2018,5140953,גרין איט,6473104 ,גרין איט,סוחר,25/06/2018,נוזל כלים,ecological,,,4,45,ILS,76,0,0,0,180,25/06/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,829
RGN-711N-1L,FIN.11/016837,חשבונית מס כולל מלאי,19/07/2018,5041949,"בס""ד בריאות מהטבע",4959127 ,"בס""ד בריאות מהטבע",סוחר,18/07/2018,נוזל כלים,ecological,,,12,14,ILS,16,0,0,0,168,18/07/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,820
RGN-711N-1L,FIN.11/012832,חשבונית מס כולל מלאי,14/03/2018,5041875,"המילניום רפואה סינית בע""מ",7639236 ,"המילניום רפואה טבעית בע""מ",שונות,100474,נוזל כלים,ecological,,,72,8,ILS,16,0,0,0,576,22/02/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,817
RGN-711N-1L,FIN.11/015215,חשבונית מס כולל מלאי,31/05/2018,5041875,"המילניום רפואה טבעית בע""מ",7639236 ,"המילניום רפואה טבעית בע""מ",שונות,100485,נוזל כלים,ecological,,7734010415,24,8,ILS,16,0,0,0,192,09/05/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,819
RGN-711N-1L,FIN.11/019101,חשבונית מס כולל מלאי,09/10/2018,5025713,"פאוזה שירותי קפה בע""מ",4951787,"פאוזה שירותי קפה בע""מ",שירותים,4500163115,נוזל כלים,ecological,,853230,2,16,ILS,16,0,0,0,32,07/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,821
RGN-711N-5L,FIN.11/010521,חשבונית מס כולל מלאי,01/01/2018,5041815,מחלבת קיבוץ עין השופט קהי,1923700,מחלבת קיבוץ עין השופט קהי,"תעשית המזון, הפארמה והקוסמטיקה",07/12/2017,נוזל כלים,ecological,,,4,65,ILS,76,0,0,0,260,07/12/2017,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,825
RGN-711N-5L,FIN.11/012742,חשבונית מס כולל מלאי,12/03/2018,5041815,מחלבת קיבוץ עין השופט קהי,1923700,מחלבת קיבוץ עין השופט קהי,"תעשית המזון, הפארמה והקוסמטיקה",04/03/2018,נוזל כלים,ecological,,,4,65,ILS,76,0,0,0,260,04/03/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,826
RGN-711N-5L,FIN.11/014509,חשבונית מס כולל מלאי,10/05/2018,5041815,מחלבת קיבוץ עין השופט קהי,1923700,מחלבת קיבוץ עין השופט קהי,"תעשית המזון, הפארמה והקוסמטיקה",09/05/2018,נוזל כלים,ecological,,,6,65,ILS,76,0,0,0,390,09/05/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,827
RGN-711N-5L,FIN.11/015917,חשבונית מס כולל מלאי,19/06/2018,5041815,מחלבת קיבוץ עין השופט קהי,1923700,מחלבת קיבוץ עין השופט קהי,"תעשית המזון, הפארמה והקוסמטיקה",19/06/2018,נוזל כלים,ecological,,,4,65,ILS,76,0,0,0,260,19/06/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,828
RGN-711N-5L,FIN.11/018940,חשבונית מס כולל מלאי,04/10/2018,5041815,מחלבת קיבוץ עין השופט קהי,1923700,מחלבת קיבוץ עין השופט קהי,"תעשית המזון, הפארמה והקוסמטיקה",03/10/2018,נוזל כלים,ecological,,,6,65,ILS,76,0,0,0,390,03/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,830
RGN-711G-5L,10DVK52.1800103,חשבונית מס כולל מלאי,10/12/2018,5041815,מחלבת קיבוץ עין השופט קהי,1923700,מחלבת קיבוץ עין השופט קהי,"תעשית המזון, הפארמה והקוסמטיקה",10/12/2018,נוזל כלים,ecological,חומרי ניקוי ,,6,65,ILS,65,0,0,0,390,10/12/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,813
RGN-6814N-25L,FIN.11/015665,חשבונית מס כולל מלאי,12/06/2018,5121101,"ליא בע""מ הנדסה הידראוליק",,"ליא בע""מ הנדסה הידראוליק","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",PO181805,נוזל לניקוי,Industry,,9.12E+13,4,270,ILS,630,0,0,0,1080,07/06/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,802
RGN-6814N-25L,FIN.11/018267,חשבונית מס כולל מלאי,03/09/2018,5121101,"ליא בע""מ הנדסה הידראוליק",,"ליא בע""מ הנדסה הידראוליק","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",PO182642,נוזל לניקוי,Industry,,9.12E+13,4,270,ILS,630,0,0,0,1080,29/08/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,803
RGN-6814N-25L,10DVK52.1800346,חשבונית מס כולל מלאי,18/12/2018,1000000,א.פרדי,0,לקוחות שונים,שונות,18.12.18,נוזל לניקוי,Industry,חומרי ניקוי ,,1,420,ILS,630,33.3333,0,210,420,18/12/2018,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי,804
RGN-6327-T8-750ML,FIN.11/016196,חשבונית מס כולל מלאי,28/06/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5877,נוזל לניקוי,perfumed,,zz103,60,8.65,ILS,0,0,0,0,519,21/06/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,795
RGN-6327-T8-750ML,FIN.11/016909,חשבונית מס כולל מלאי,23/07/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5912,נוזל לניקוי,perfumed,,zz103,100,8.65,ILS,0,0,0,0,865,22/07/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,796
RGN-6327-T8-750ML,FIN.11/018677,חשבונית מס כולל מלאי,20/09/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,6020,נוזל לניקוי,perfumed,,zz103,150,8.65,ILS,0,0,0,0,1297.5,16/09/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,797
RGN-6327-750_ML,FIN.11/011113,חשבונית מס כולל מלאי,18/01/2018,5041839,פי.סי ניקיון מושלם,,פי.סי ניקיון מושלם,סוחר,14/01/2018,נוזל לניקוי,N,,,48,13,ILS,13,0,0,0,624,14/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,770
RGN-6327-750_ML,FIN.11/011164,חשבונית מס כולל מלאי,21/01/2018,5041840,מפתח צול,4336003,מפתח צול,סוחר,15/01/2018,נוזל לניקוי,N,,,24,14,ILS,13,0,0,0,336,15/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,771
RGN-6327-750_ML,FIN.11/011894,חשבונית מס כולל מלאי,12/02/2018,5041861,קלין מאסטר,5126118 ,קלין מאסטר,סוחר,08/02/2018,נוזל לניקוי,N,,,24,13,ILS,13,0,0,0,312,08/02/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,774
RGN-6327-750_ML,FIN.11/012604,חשבונית מס כולל מלאי,07/03/2018,5041861,קלין מאסטר,5126118 ,קלין מאסטר,סוחר,04/03/2018,נוזל לניקוי,N,,,48,13,ILS,13,0,0,0,624,04/03/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,775
RGN-6327-750_ML,FIN.11/014298,חשבונית מס כולל מלאי,01/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5780,נוזל לניקוי,N,,,48,7.8,ILS,13,0,0,0,374.4,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,778
RGN-6327-750_ML,FIN.11/014566,חשבונית מס כולל מלאי,14/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5780,נוזל לניקוי,N,,ZZ103,96,7.8,ILS,13,0,0,0,748.8,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,779
RGN-6327-400ML,FIN.11/014928,חשבונית מס כולל מלאי,22/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5780,נוזל לניקוי,N,,ZZ111,96,6.04,ILS,0,0,0,0,579.84,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,763
RGN-6327-750_ML,FIN.11/014928,חשבונית מס כולל מלאי,22/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5780,נוזל לניקוי,N,,ZZ103,96,7.8,ILS,13,0,0,0,748.8,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,780
RGN-6327-750_ML,FIN.11/015325,חשבונית מס כולל מלאי,03/06/2018,5041949,"בס""ד בריאות מהטבע",4959127 ,"בס""ד בריאות מהטבע",סוחר,10/05/2018,נוזל לניקוי,N,,,12,13,ILS,13,0,0,0,156,10/05/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,782
RGN-6327-400ML,FIN.11/015222,חשבונית מס כולל מלאי,31/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5835,נוזל לניקוי,N,,ZZ111,200,6.04,ILS,0,0,0,0,1208,24/05/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,764
RGN-6327-750_ML,FIN.11/015222,חשבונית מס כולל מלאי,31/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5835,נוזל לניקוי,N,,ZZ103,70,7.8,ILS,13,0,0,0,546,24/05/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,781
RGN-6327-750_ML,FIN.11/015673,חשבונית מס כולל מלאי,12/06/2018,5041861,קלין מאסטר,5126118 ,קלין מאסטר,סוחר,10/06/2018,נוזל לניקוי,N,,,36,13,ILS,13,0,0,0,468,10/06/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,783
RGN-6327-750_ML,FIN.11/015761,חשבונית מס כולל מלאי,14/06/2018,5140953,גרין איט,6473104 ,גרין איט,סוחר,14/06/2018,נוזל לניקוי,N,,,12,13,ILS,13,0,0,0,156,14/06/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,784
RGN-6327-750_ML,FIN.11/016212,חשבונית מס כולל מלאי,28/06/2018,5140953,גרין איט,6473104 ,גרין איט,סוחר,25/06/2018,נוזל לניקוי,N,,,36,13,ILS,13,0,0,0,468,25/06/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,785
RGN-6327-750_ML,FIN.11/017123,חשבונית מס כולל מלאי,30/07/2018,5140953,גרין איט,6473104 ,גרין איט,סוחר,29/07/2018,נוזל לניקוי,N,,,24,13,ILS,13,0,0,0,312,29/07/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,786
RGN-6327-750_ML,FIN.11/017872,חשבונית מס כולל מלאי,20/08/2018,5024540,הטכנית של לב העיר,,הטכנית של לב העיר,סוחר,19/08/2018,נוזל לניקוי,N,,,12,12,ILS,13,0,0,0,144,19/08/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,787
RGN-6327-750_ML,FIN.11/018986,חשבונית מס כולל מלאי,07/10/2018,5041861,קלין מאסטר,5126118 ,קלין מאסטר,סוחר,04/10/2018,נוזל לניקוי,N,,,24,13,ILS,13,0,0,0,312,04/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,788
RGN-6327-750_ML,FIN.11/010878,חשבונית מס כולל מלאי,10/01/2018,5041752,ווילד  פאט,42842,ווילד  פט,שירותים,10/01/2018,נוזל לניקוי,N,,,24,13,ILS,13,0,0,0,312,10/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,768
RGN-6327-750_ML,FIN.11/013646,חשבונית מס כולל מלאי,11/04/2018,1000000,הוריקן ניקוי ספות וריפודי,,לקוחות שונים,שירותים,11.04.18,נוזל לניקוי,N,,,24,16,ILS,13,0,0,0,384,11/04/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,777
GLG-6327-23010000-25L,FIN.11/017807,חשבונית מס כולל מלאי,19/08/2018,5041816,ניו לינאו סינמה (2006) בע,4250609,ניו לינאו סינמה (2006) בע,שירותים,16/08/2018,נוזל לניקוי,N,,,1,320,ILS,293,0,0,0,320,16/08/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,519
GLG-6327-20100000-5L,FIN.11/017871,חשבונית מס כולל מלאי,20/08/2018,5041816,ניו לינאו סינמה (2006) בע,4250609,ניו לינאו סינמה (2006) בע,שירותים,19/08/18.,נוזל לניקוי,N,,,4,80,ILS,62,0,0,0,320,19/08/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,517
GLG-6327-20100000-5L,FIN.11/019162,חשבונית מס כולל מלאי,10/10/2018,5041816,ניו לינאו סינמה (2006) בע,4250609,ניו לינאו סינמה (2006) בע,שירותים,03/10/18..,נוזל לניקוי,N,,,16,80,ILS,62,0,0,0,1280,03/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,518
RGN-6327-750_ML,FIN.11/010700,חשבונית מס כולל מלאי,04/01/2018,5041831,הום בוטיק,7871903,הום בוטיק,"תעשית המזון, הפארמה והקוסמטיקה",04/01/2018,נוזל לניקוי,N,,,24,13,ILS,13,0,0,0,312,04/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,765
RGN-6327-750_ML,FIN.11/010817,חשבונית מס כולל מלאי,09/01/2018,5041831,הום בוטיק,7871903,הום בוטיק,"תעשית המזון, הפארמה והקוסמטיקה",07/01/18.,נוזל לניקוי,N,,,120,13,ILS,13,0,0,0,1560,07/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,766
RGN-6327-750_ML,FIN.11/010819,חשבונית מס כולל מלאי,09/01/2018,5041831,הום בוטיק,7871903,הום בוטיק,"תעשית המזון, הפארמה והקוסמטיקה",07/01/2018,נוזל לניקוי,N,,,120,13,ILS,13,0,0,0,1560,07/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,767
RGN-6327-750_ML,FIN.11/011001,חשבונית מס כולל מלאי,15/01/2018,5041831,הום בוטיק,7871903,הום בוטיק,"תעשית המזון, הפארמה והקוסמטיקה",14/01/2018,נוזל לניקוי,N,,,180,13,ILS,13,0,0,0,2340,14/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,769
RGN-6327-750_ML,FIN.11/011279,חשבונית מס כולל מלאי,24/01/2018,5041831,הום בוטיק,7871903,הום בוטיק,"תעשית המזון, הפארמה והקוסמטיקה",21/01/2018,נוזל לניקוי,N,,,120,13,ILS,13,0,0,0,1560,21/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,772
RGN-6327-750_ML,FIN.11/011603,חשבונית מס כולל מלאי,05/02/2018,5041831,הום בוטיק,7871903,הום בוטיק,"תעשית המזון, הפארמה והקוסמטיקה",04/02/2018,נוזל לניקוי,N,,,180,13,ILS,13,0,0,0,2340,04/02/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,773
RGN-6327-750_ML,FIN.11/012634,חשבונית מס כולל מלאי,07/03/2018,5041831,הום בוטיק,7871903,הום בוטיק,"תעשית המזון, הפארמה והקוסמטיקה",25/02/2018,נוזל לניקוי,N,,,120,13,ILS,13,0,0,0,1560,25/02/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,776
RGN-6327-750_ML,FIN.12/005390,חשבונית זיכוי,12/03/2018,5041831,הום בוטיק,7871903,הום בוטיק,"תעשית המזון, הפארמה והקוסמטיקה",25/02/2018,נוזל לניקוי,N,,,120,13,ILS,13,0,0,0,-1560,25/02/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,789
GLG-6814-20100300-5L,FIN.11/010516,חשבונית מס כולל מלאי,01/01/2018,5030606,יוטילייט,,"די.אר יוטילייט קורפ בע""מ",אנרגיה,31/12/2017,נוזל לניקוי,Multi purpose,,,1,120,ILS,233,0,0,0,120,31/12/2017,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,521
GLG-6814-23010300-25L,FIN.11/013471,חשבונית מס כולל מלאי,08/04/2018,5041152,"שוהם מכונות ומבלטים בע""מ",,"שוהם מכונות ומבלטים בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",8299,נוזל לניקוי,Multi purpose,,,2,375,ILS,1103,0,0,0,750,29/03/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,539
GLG-6814-23010300-25L,FIN.11/015092,חשבונית מס כולל מלאי,28/05/2018,5030908,"ווטרג'ן בע""מ",,"ווטרג'ן בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",PO18000225,נוזל לניקוי,Multi purpose,,,1,440,ILS,1103,0,0,0,440,27/05/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,541
GLG-6814-23010300-25L,FIN.11/015796,חשבונית מס כולל מלאי,17/06/2018,5030908,"ווטרג'ן בע""מ",,"ווטרג'ן בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",PO18000291,נוזל לניקוי,Multi purpose,,,1,440,ILS,1103,0,0,0,440,17/06/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,545
GLG-6814-23010300-25L,FIN.11/016370,חשבונית מס כולל מלאי,04/07/2018,5030908,"ווטרג'ן בע""מ",,"ווטרג'ן בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",PO18000378,נוזל לניקוי,Multi purpose,,,3,440,ILS,1103,0,0,0,1320,02/07/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,548
GLG-6814-23010300-25L,FIN.11/017498,חשבונית מס כולל מלאי,09/08/2018,5030908,"ווטרג'ן בע""מ",,"ווטרג'ן בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",PO18000563,נוזל לניקוי,Multi purpose,,,4,440,ILS,1103,0,0,0,1760,08/08/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,550
GLG-6814-23010300-25L,FIN.11/018575,חשבונית מס כולל מלאי,16/09/2018,5041152,"שוהם מכונות ומבלטים בע""מ",,"שוהם מכונות ומבלטים בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",8357,נוזל לניקוי,Multi purpose,,,3,375,ILS,1103,0,0,0,1125,16/09/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,553
GLG-6814-23010300-25L,FIN.11/016281,חשבונית מס כולל מלאי,02/07/2018,5120081,"אוריס ק.ס תעשיות בע""מ",7570305,"אוריס ק.ס תעשיות בע""מ",יצרן ציוד ומיכון,75736,נוזל לניקוי,Multi purpose,,,1,440,ILS,1103,0,0,0,440,21/06/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,547
GLG-6814-23010300-25L,FIN.11/016947,חשבונית מס כולל מלאי,23/07/2018,5120081,"אוריס ק.ס תעשיות בע""מ",7570305,"אוריס ק.ס תעשיות בע""מ",יצרן ציוד ומיכון,76135,נוזל לניקוי,Multi purpose,,,3,440,ILS,1103,0,0,0,1320,22/07/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,549
GLG-6814-23010300-25L,FIN.11/012993,חשבונית מס כולל מלאי,19/03/2018,5041898,"אל-גו תים בע""מ",,"אל-גו תים בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",566,נוזל לניקוי,Multi purpose,,,1,430,ILS,1103,0,0,0,430,18/03/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,537
GLG-6814-23010300-25L,FIN.11/015194,חשבונית מס כולל מלאי,30/05/2018,5041967,"י.ח.אבידן בע""מ",,"י.ח.אבידן בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",3202-84,נוזל לניקוי,Multi purpose,,,1,440,ILS,1103,0,0,0,440,28/05/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,543
GLG-6814-23010300-25L,FIN.11/015717,חשבונית מס כולל מלאי,13/06/2018,5030288,"פלקסטרוניקס בע""מ",,"פלקסטרוניקס בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",729354,נוזל לניקוי,Multi purpose,,,8,440,ILS,1103,0,0,0,3520,13/06/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,544
GLG-6814-23010300-25L,FIN.11/016240,חשבונית מס כולל מלאי,01/07/2018,5030288,"פלקסטרוניקס בע""מ",,"פלקסטרוניקס בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",729982,נוזל לניקוי,Multi purpose,,WG-AR0003,16,440,ILS,1103,0,0,0,7040,27/06/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,546
